"","proj_url","member","proj_num","proj_title"
"49","/d7/en/projects/a-sociocultural-motives-perspective-on-self-concept-and-personality","theresa-entringer","A2.10","A Sociocultural Motives Perspective on Self-Concept and Personality"
"50","/d7/en/projects/a-sociocultural-motives-perspective-on-self-concept-and-personality","andreas-nehrlich","A2.10","A Sociocultural Motives Perspective on Self-Concept and Personality"
"51","/d7/en/projects/a-sociocultural-motives-perspective-on-self-concept-and-personality","jennifer-eck","A2.10","A Sociocultural Motives Perspective on Self-Concept and Personality"
"52","/d7/en/projects/a-sociocultural-motives-perspective-on-self-concept-and-personality","tobias-ebert","A2.10","A Sociocultural Motives Perspective on Self-Concept and Personality"
"53","/d7/en/projects/international-comparison-of-gender-disparities-in-educational-outcomes","irena-kogan","A2.11","International Comparison of Gender Disparities in Educational Outcomes"
"54","/d7/en/projects/international-comparison-of-gender-disparities-in-educational-outcomes","zerrin-salikutluk","A2.11","International Comparison of Gender Disparities in Educational Outcomes"
"55","/d7/en/projects/poverty-ill-health-and-health-insurance-in-pakistan","markus-froelich","A2.12","Poverty, Ill-Health and Health Insurance in Pakistan"
"56","/d7/en/projects/poverty-ill-health-and-health-insurance-in-pakistan","andreas-landmann","A2.12","Poverty, Ill-Health and Health Insurance in Pakistan"
"57","/d7/en/projects/what-drives-students-university-choices-a-longitudinal-study-using-survey-experiments","tobias-wolbring","A2.13","What Drives Students’ University Choices? A Longitudinal Study Using Survey Experiments"
"58","/d7/en/projects/what-drives-students-university-choices-a-longitudinal-study-using-survey-experiments","edgar-treischl","A2.13","What Drives Students’ University Choices? A Longitudinal Study Using Survey Experiments"
"59","/d7/en/projects/modular-questionnaire-designs-for-social-surveys-statistical-modelling-of-designed-missingness","annelies-blom","A2.14","Modular Questionnaire Designs for Social Surveys: Statistical Modelling of Designed Missingness"
"60","/d7/en/projects/modular-questionnaire-designs-for-social-surveys-statistical-modelling-of-designed-missingness","christof-wolf","A2.14","Modular Questionnaire Designs for Social Surveys: Statistical Modelling of Designed Missingness"
"61","/d7/en/projects/modular-questionnaire-designs-for-social-surveys-statistical-modelling-of-designed-missingness","christian-bruch","A2.14","Modular Questionnaire Designs for Social Surveys: Statistical Modelling of Designed Missingness"
"62","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","frank-kalter","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"63","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","irena-kogan","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"64","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","clemens-kroneberg","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"65","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","anthony-heath","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"66","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","miles-hewstone","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"67","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","jan-jonsson","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"68","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","matthijs-kalmijn","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"69","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","frank-van-tubergen","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"70","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","joerg-dollmann","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"71","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","konstanze-jacob","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"72","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","lisa-sauter","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"73","/d7/en/projects/children-of-immigrants-longitudinal-survey-in-four-european-countries-cils4eu","markus-weissmann","A3.1","Children of Immigrants Longitudinal Survey in Four European Countries (CILS4EU)"
"74","/d7/en/projects/preschool-education-and-educational-careers-among-migrant-children","hartmut-esser","A3.2","Preschool Education and Educational Careers among Migrant Children"
"75","/d7/en/projects/preschool-education-and-educational-careers-among-migrant-children","birgit-becker","A3.2","Preschool Education and Educational Careers among Migrant Children"
"76","/d7/en/projects/preschool-education-and-educational-careers-among-migrant-children","oliver-klein","A3.2","Preschool Education and Educational Careers among Migrant Children"
"77","/d7/en/projects/preschool-education-and-educational-careers-among-migrant-children","franziska-schmidt","A3.2","Preschool Education and Educational Careers among Migrant Children"
"78","/d7/en/projects/friendship-and-identity-in-school","frank-kalter","A3.3","Friendship and Identity in School"
"79","/d7/en/projects/friendship-and-identity-in-school","sebastian-pink","A3.3","Friendship and Identity in School"
"80","/d7/en/projects/friendship-and-identity-in-school","david-kretschmer","A3.3","Friendship and Identity in School"
"81","/d7/en/projects/friendship-and-violence-in-adolescence","clemens-kroneberg","A3.4","Friendship and Violence in Adolescence"
"82","/d7/en/projects/friendship-and-violence-in-adolescence","harald-beier","A3.4","Friendship and Violence in Adolescence"
"83","/d7/en/projects/friendship-and-violence-in-adolescence","sonja-schulz","A3.4","Friendship and Violence in Adolescence"
"84","/d7/en/projects/friendship-and-violence-in-adolescence","andre-ernst","A3.4","Friendship and Violence in Adolescence"
"85","/d7/en/projects/education-acquisition-with-a-migration-background-in-the-life-course","frank-kalter","A3.5","Education Acquisition with a Migration Background in the Life Course"
"86","/d7/en/projects/education-acquisition-with-a-migration-background-in-the-life-course","cornelia-kristen","A3.5","Education Acquisition with a Migration Background in the Life Course"
"87","/d7/en/projects/education-acquisition-with-a-migration-background-in-the-life-course","petra-stanat","A3.5","Education Acquisition with a Migration Background in the Life Course"
"88","/d7/en/projects/education-acquisition-with-a-migration-background-in-the-life-course","andreas-horr","A3.5","Education Acquisition with a Migration Background in the Life Course"
"89","/d7/en/projects/education-acquisition-with-a-migration-background-in-the-life-course","angelina-springer","A3.5","Education Acquisition with a Migration Background in the Life Course"
"90","/d7/en/projects/competencies-and-educational-choices-across-gender-and-immigrant-background-in-germany","irena-kogan","A3.6","Competencies and Educational Choices Across Gender and Immigrant Background in Germany"
"91","/d7/en/projects/competencies-and-educational-choices-across-gender-and-immigrant-background-in-germany","tobias-roth","A3.6","Competencies and Educational Choices Across Gender and Immigrant Background in Germany"
"92","/d7/en/projects/ethnic-networks-and-educational-achievement-over-the-life-course","frank-kalter","A3.7","Ethnic Networks and Educational Achievement over the Life Course"
"93","/d7/en/projects/ethnic-networks-and-educational-achievement-over-the-life-course","benjamin-schulz","A3.7","Ethnic Networks and Educational Achievement over the Life Course"
"94","/d7/en/projects/ethnic-networks-and-educational-achievement-over-the-life-course","andreas-horr","A3.7","Ethnic Networks and Educational Achievement over the Life Course"
"95","/d7/en/projects/inside-integration-and-acculturation-migrants-life-satisfaction-in-europe","irena-kogan","A3.8","Inside Integration and Acculturation—Migrants' Life Satisfaction in Europe"
"96","/d7/en/projects/inside-integration-and-acculturation-migrants-life-satisfaction-in-europe","jing-shen","A3.8","Inside Integration and Acculturation—Migrants' Life Satisfaction in Europe"
"97","/d7/en/projects/the-effect-of-surplus-men-on-xenophobia-panel-data-from-the-neue-bundeslaender","thomas-gautschi","A3.9","The Effect of 'Surplus' Men on Xenophobia: Panel Data from the Neue Bundesländer"
"98","/d7/en/projects/the-effect-of-surplus-men-on-xenophobia-panel-data-from-the-neue-bundeslaender","dominik-hangartner","A3.9","The Effect of 'Surplus' Men on Xenophobia: Panel Data from the Neue Bundesländer"
"99","/d7/en/projects/the-effect-of-surplus-men-on-xenophobia-panel-data-from-the-neue-bundeslaender","alexander-scherf","A3.9","The Effect of 'Surplus' Men on Xenophobia: Panel Data from the Neue Bundesländer"
"100","/d7/en/projects/assessing-the-effectiveness-of-immigration-and-integration-policies-in-europe-and-beyond","irena-kogan","A3.10","Assessing the Effectiveness of Immigration and Integration Policies in Europe and Beyond"
"101","/d7/en/projects/educational-strategies-of-muslim-minorities-in-western-europe","sarah-carol","A3.11","Educational Strategies of Muslim Minorities in Western Europe"
"102","/d7/en/projects/occupational-licensing-between-professional-closure-and-labour-market-integration","henning-hillmann","A3.12","Occupational Licensing—Between Professional Closure and Labour Market Integration"
"103","/d7/en/projects/occupational-licensing-between-professional-closure-and-labour-market-integration","christina-gathmann","A3.12","Occupational Licensing—Between Professional Closure and Labour Market Integration"
"104","/d7/en/projects/occupational-licensing-between-professional-closure-and-labour-market-integration","jeremy-jesse-kuhnle","A3.12","Occupational Licensing—Between Professional Closure and Labour Market Integration"
"105","/d7/en/projects/occupational-licensing-between-professional-closure-and-labour-market-integration","franziska-lembcke","A3.12","Occupational Licensing—Between Professional Closure and Labour Market Integration"
"106","/d7/en/projects/ethnic-inequality-in-educational-attainment-and-selective-migration","nadia-granato","A3.13","Ethnic Inequality in Educational Attainment and Selective Migration"
"107","/d7/en/projects/modernizing-migration-measures-combining-survey-and-tracking-data-collection-among-asylum-seeking-refugees","florian-keusch","A3.14","Modernizing Migration Measures: Combining Survey and Tracking Data Collection Among Asylum-Seeking Refugees"
"108","/d7/en/projects/modernizing-migration-measures-combining-survey-and-tracking-data-collection-among-asylum-seeking-refugees","mariel-mckone-leonard","A3.14","Modernizing Migration Measures: Combining Survey and Tracking Data Collection Among Asylum-Seeking Refugees"
"109","/d7/en/projects/social-integration-health-behaviour-and-well-being-among-immigrants","jutta-mata","A3.15","Social Integration, Health Behaviour and Well-Being Among Immigrants"
"110","/d7/en/projects/social-integration-health-behaviour-and-well-being-among-immigrants","frank-kalter","A3.15","Social Integration, Health Behaviour and Well-Being Among Immigrants"
"111","/d7/en/projects/welfare-state-reform-support-from-below-linking-individual-attitudes-and-organised-interests-in-europe","bernhard-ebbinghaus","AI.1","Welfare State Reform Support from Below: Linking Individual Attitudes and Organised Interests in Europe"
"112","/d7/en/projects/welfare-state-reform-support-from-below-linking-individual-attitudes-and-organised-interests-in-europe","j-weishaupt","AI.1","Welfare State Reform Support from Below: Linking Individual Attitudes and Organised Interests in Europe"
"113","/d7/en/projects/welfare-state-reform-support-from-below-linking-individual-attitudes-and-organised-interests-in-europe","thomas-bahle","AI.1","Welfare State Reform Support from Below: Linking Individual Attitudes and Organised Interests in Europe"
"114","/d7/en/projects/welfare-state-reform-support-from-below-linking-individual-attitudes-and-organised-interests-in-europe","julia-klitzke","AI.1","Welfare State Reform Support from Below: Linking Individual Attitudes and Organised Interests in Europe"
"115","/d7/en/projects/welfare-state-reform-support-from-below-linking-individual-attitudes-and-organised-interests-in-europe","elias-naumann","AI.1","Welfare State Reform Support from Below: Linking Individual Attitudes and Organised Interests in Europe"
"116","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","rudiger-schmitt-beck","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"117","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","julia-partheymueller","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"118","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","sascha-huber","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"119","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","anne-schaefer","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"120","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","sebastian-schmidt","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"121","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","mona-krewel","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"122","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","alexander-staudt","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"123","/d7/en/projects/gles-campaign-dynamics-of-media-coverage-and-public-opinion","lena-m-schackmann","B1.1","(GLES) Campaign Dynamics of Media Coverage and Public Opinion"
"124","/d7/en/projects/gles-long-and-short-term-panel-studies","hans-rattinger","B1.2","(GLES) Long- and Short-term Panel Studies"
"125","/d7/en/projects/gles-long-and-short-term-panel-studies","harald-schoen","B1.2","(GLES) Long- and Short-term Panel Studies"
"126","/d7/en/projects/gles-long-and-short-term-panel-studies","maria-preissinger","B1.2","(GLES) Long- and Short-term Panel Studies"
"127","/d7/en/projects/gles-long-and-short-term-panel-studies","alexander-wuttke","B1.2","(GLES) Long- and Short-term Panel Studies"
"128","/d7/en/projects/gles-long-and-short-term-panel-studies","agatha-kratz","B1.2","(GLES) Long- and Short-term Panel Studies"
"129","/d7/en/projects/gles-long-and-short-term-panel-studies","matthias-mader","B1.2","(GLES) Long- and Short-term Panel Studies"
"130","/d7/en/projects/gles-long-and-short-term-panel-studies","lea-manger","B1.2","(GLES) Long- and Short-term Panel Studies"
"131","/d7/en/projects/the-conversations-of-democracy-citizens-everyday-communication-in-the-deliberative-system","rudiger-schmitt-beck","B1.3","The Conversations of Democracy. Citizens' Everyday Communication in the Deliberative System"
"132","/d7/en/projects/the-conversations-of-democracy-citizens-everyday-communication-in-the-deliberative-system","anne-schaefer","B1.3","The Conversations of Democracy. Citizens' Everyday Communication in the Deliberative System"
"133","/d7/en/projects/the-conversations-of-democracy-citizens-everyday-communication-in-the-deliberative-system","christiane-grill","B1.3","The Conversations of Democracy. Citizens' Everyday Communication in the Deliberative System"
"134","/d7/en/projects/the-conversations-of-democracy-citizens-everyday-communication-in-the-deliberative-system","manon-metz","B1.3","The Conversations of Democracy. Citizens' Everyday Communication in the Deliberative System"
"135","/d7/en/projects/cultural-pathways-to-economic-self-sufficiency-and-entrepreneurship-family-values-and-youth-unemployment-in-europe","jale-tosun","B1.4","Cultural Pathways to Economic Self-Sufficiency and Entrepreneurship: Family Values and Youth Unemployment in Europe (CUPESSE)"
"136","/d7/en/projects/cultural-pathways-to-economic-self-sufficiency-and-entrepreneurship-family-values-and-youth-unemployment-in-europe","robert-strohmeyer","B1.4","Cultural Pathways to Economic Self-Sufficiency and Entrepreneurship: Family Values and Youth Unemployment in Europe (CUPESSE)"
"137","/d7/en/projects/social-capital-oscillations-in-times-of-economic-crisis-the-case-of-european-democracies","jan-van-deth","B1.5","Social Capital Oscillations in Times of Economic Crisis: The Case of European Democracies"
"138","/d7/en/projects/social-capital-oscillations-in-times-of-economic-crisis-the-case-of-european-democracies","felix-horisch","B1.5","Social Capital Oscillations in Times of Economic Crisis: The Case of European Democracies"
"139","/d7/en/projects/social-capital-oscillations-in-times-of-economic-crisis-the-case-of-european-democracies","yannis-theocharis","B1.5","Social Capital Oscillations in Times of Economic Crisis: The Case of European Democracies"
"140","/d7/en/projects/social-capital-oscillations-in-times-of-economic-crisis-the-case-of-european-democracies","peter-obert","B1.5","Social Capital Oscillations in Times of Economic Crisis: The Case of European Democracies"
"141","/d7/en/projects/social-capital-oscillations-in-times-of-economic-crisis-the-case-of-european-democracies","kyriakos-pierrakakis","B1.5","Social Capital Oscillations in Times of Economic Crisis: The Case of European Democracies"
"142","/d7/en/projects/field-experiments-on-citizen-participation-in-elections-and-referenda","sascha-huber","B1.6","Field Experiments on Citizen Participation in Elections and Referenda"
"143","/d7/en/projects/political-communication-on-social-media-in-the-run-up-to-the-2013-german-federal-election","harald-schoen","B1.7","Political Communication on Social Media in the Run-Up to the 2013 German Federal Election"
"144","/d7/en/projects/political-communication-on-social-media-in-the-run-up-to-the-2013-german-federal-election","kai-fischbach","B1.7","Political Communication on Social Media in the Run-Up to the 2013 German Federal Election"
"145","/d7/en/projects/social-media-networks-and-the-relationships-between-citizens-and-politics","jan-van-deth","B1.8","Social Media Networks and the Relationships between Citizens and Politics"
"146","/d7/en/projects/social-media-networks-and-the-relationships-between-citizens-and-politics","yannis-theocharis","B1.8","Social Media Networks and the Relationships between Citizens and Politics"
"147","/d7/en/projects/social-media-networks-and-the-relationships-between-citizens-and-politics","gema-garcia-albacete","B1.8","Social Media Networks and the Relationships between Citizens and Politics"
"148","/d7/en/projects/social-media-networks-and-the-relationships-between-citizens-and-politics","william-lowe","B1.8","Social Media Networks and the Relationships between Citizens and Politics"
"149","/d7/en/projects/attitudes-on-foreign-and-security-policy-in-the-us-and-germany-a-comparison-at-the-mass-and-elite-level","hans-rattinger","B1.9","Attitudes on Foreign and Security Policy in the U.S. and Germany: A Comparison at the Mass and Elite Level"
"150","/d7/en/projects/attitudes-on-foreign-and-security-policy-in-the-us-and-germany-a-comparison-at-the-mass-and-elite-level","harald-schoen","B1.9","Attitudes on Foreign and Security Policy in the U.S. and Germany: A Comparison at the Mass and Elite Level"
"151","/d7/en/projects/attitudes-on-foreign-and-security-policy-in-the-us-and-germany-a-comparison-at-the-mass-and-elite-level","jana-poetzschke","B1.9","Attitudes on Foreign and Security Policy in the U.S. and Germany: A Comparison at the Mass and Elite Level"
"152","/d7/en/projects/attitudes-on-foreign-and-security-policy-in-the-us-and-germany-a-comparison-at-the-mass-and-elite-level","fabian-endres","B1.9","Attitudes on Foreign and Security Policy in the U.S. and Germany: A Comparison at the Mass and Elite Level"
"153","/d7/en/projects/attitudes-on-foreign-and-security-policy-in-the-us-and-germany-a-comparison-at-the-mass-and-elite-level","agatha-kratz","B1.9","Attitudes on Foreign and Security Policy in the U.S. and Germany: A Comparison at the Mass and Elite Level"
"154","/d7/en/projects/attitudes-on-foreign-and-security-policy-in-the-us-and-germany-a-comparison-at-the-mass-and-elite-level","alexander-wuttke","B1.9","Attitudes on Foreign and Security Policy in the U.S. and Germany: A Comparison at the Mass and Elite Level"
"155","/d7/en/projects/attitudes-on-foreign-and-security-policy-in-the-us-and-germany-a-comparison-at-the-mass-and-elite-level","matthias-mader","B1.9","Attitudes on Foreign and Security Policy in the U.S. and Germany: A Comparison at the Mass and Elite Level"
"156","/d7/en/projects/spatial-models-of-party-competition-applied","franz-pappi","B1.10","Spatial Models of Party Competition Applied"
"157","/d7/en/projects/spatial-models-of-party-competition-applied","thomas-braeuninger","B1.10","Spatial Models of Party Competition Applied"
"158","/d7/en/projects/spatial-models-of-party-competition-applied","anna-sophie-kurella","B1.10","Spatial Models of Party Competition Applied"
"159","/d7/en/projects/referendum-stuttgart-21","thorsten-faas","B1.11","Referendum 'Stuttgart 21'"
